Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3RdmKETgOJTBvNH8DBH5ND,"Trivia","The Two of Us","Jesper Ryom",2015-08-07,344978,33,false,11149242335,2020-10-10T16:06:49Z,"lo-fi house,indie soul","Freude am Tanzen",0.744,0.515,6,-9.482,1,0.0575,0.0183,0.869,0.0789,0.691,124,4
spotify:track:0JkryawvRTmBeA6cfzKumy,"50//50","50//50","Vantage",2020-08-21,246167,63,false,11149242335,2020-10-20T17:38:52Z,"city pop,vaporwave","Parlophone UK",0.838,0.699,7,-7.216,1,0.0521,0.0608,0.87,0.0926,0.386,124.137,4
spotify:track:1np1H7mh6iUZhdBhkh3QIo,"Disco Dancer","24 Hours in a Disco 1978-82","Kiki Gyan",2012-11-26,416800,0,false,11149242335,2020-10-21T14:35:40Z,"disco","Soundway Records",0.699,0.869,9,-10.199,1,0.0456,0.0317,0.411,0.0368,0.963,115.273,4
spotify:track:4rL1OrbBCOD5hDgXWPCqW3,"Bones","Crumb","Crumb",2016-09-06,193981,0,false,11149242335,2020-10-21T14:35:59Z,"neopsicodelia,bedroom pop","Crumb Records",0.51,0.603,2,-9.691,1,0.0361,0.191,0.389,0.551,0.413,91.118,4
spotify:track:7vptmeNwSEVkcwDdqk7UQO,"Lauren","Lauren","Men I Trust",2016-06-13,218210,1,false,11149242335,2020-10-21T14:37:20Z,"bedroom pop,indie pop","Men I Trust",0.762,0.503,9,-9.397,0,0.0308,0.777,0.17,0.115,0.558,96.999,4
spotify:track:3uDrmBpnK8eQNHiv7QOqgJ,"One True Light","Truelight - EP","Crazy P",2017-07-14,368150,3,false,11149242335,2020-10-26T04:16:10Z,"nu disco,disco house,funky house","Classic Music Company",0.848,0.673,11,-10.177,0,0.0604,0.0197,0.683,0.0395,0.448,119.989,4
spotify:track:5JKHtELnCKvUsiAJboPVE3,"Out of Pocket","Man About Town","Mayer Hawthorne",2016-02-19,202866,0,false,11149242335,2020-10-26T04:56:56Z,"retro soul,pop soul","Vagrant Records",0.894,0.558,5,-6.689,0,0.0466,0.0676,0.00276,0.0407,0.817,105.012,4
spotify:track:2tyFsuxYmVThdXA2iYZhcU,"The Sweetest Dub","The Sweetest Meditation (Remixes)","Lord Echo",2017-09-29,375448,0,false,11149242335,2020-10-26T05:30:08Z,"indie soul","Soundway Records",0.79,0.745,7,-8.601,1,0.0812,0.124,0.538,0.056,0.698,114.891,4
spotify:track:4O2aCfXPP9FfPoIPixwVBz,"Golden Light","Miracle Mile","STRFKR",2013-02-12,283057,0,false,11149242335,2020-10-28T18:00:33Z,"","Polyvinyl Records",0.573,0.67,8,-11.437,0,0.0331,0.52,0.806,0.321,0.159,96.991,4
spotify:track:0WDqMTtuoqG2VItO3aYWAu,"Origin","Origin","Vanilla",2015-09-20,272404,0,false,11149242335,2020-11-01T05:40:52Z,"lo-fi beats","VinDig",0.734,0.383,1,-14.49,1,0.0566,0.438,0.512,0.181,0.714,91.012,4
spotify:track:4fDcbHuBbX9qlNSQWnkrHw,"Dumb Love","Dumb Love","NEIL FRANCES",2017-04-28,282728,0,false,11149242335,2020-11-01T20:26:31Z,"indie soul","Nettwerk Records",0.736,0.872,5,-5.03,0,0.0558,0.211,0.0606,0.287,0.689,118.014,4
spotify:track:65Mnqq7nlnL29EnVnOVFDM,"What Am I To Do","What Am I To Do","Mick Jenkins",2018-08-27,175609,0,true,11149242335,2020-11-01T22:25:25Z,"jazz rap","Cinematic",0.699,0.73,9,-7.336,1,0.394,0.032,0,0.466,0.858,81.724,4
spotify:track:0YAQnYt2oB8OdoaeqnHyTI,"Tribe (with J. Cole)","Milky Way","Bas,J. Cole",2018-08-24,238053,67,true,11149242335,2020-11-01T22:28:37Z,"rap","J. Cole/ DreamVille",0.755,0.594,7,-5.906,1,0.216,0.241,0,0.107,0.237,178.929,4
spotify:track:4vju55Ag7apDL2CfotuE7Q,"Sunny","Sunny","Bobby Hebb",1966-01-01,165066,70,false,11149242335,2020-11-03T16:21:04Z,"northern soul,soul clásico","Hip-O Select",0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385,4
spotify:track:1E8n9N017THvmcikjp3KFG,"Crystals","Moonlight","Vanilla",2017-01-23,212284,0,false,11149242335,2020-11-07T20:44:28Z,"lo-fi beats","VinDig",0.684,0.126,11,-13.032,0,0.0688,0.817,0.857,0.106,0.317,91.067,4
spotify:track:39f8SHoAHz9Hcv3YHQBcBt,"Rise","Moonlight","Vanilla",2017-01-23,246670,0,false,11149242335,2020-11-07T20:44:39Z,"lo-fi beats","VinDig",0.771,0.55,11,-8.423,0,0.121,0.467,0.9,0.116,0.781,94.007,4
spotify:track:0idc0XRnLRovVqpWnGQ6hC,"My Love","My Love","Route 94,Jess Glynne",2014-01-01,262000,3,false,11149242335,2020-11-10T23:21:39Z,"house","Universal Music Group",0.818,0.595,8,-7.644,1,0.0515,0.00014,0.575,0.0612,0.729,119.99,4
spotify:track:46Yk35nGRNyvoAhBOIF8n6,"Séquences - Parcels Remix","Séquences (Remixes)","L'Impératrice,Parcels",2017-09-27,265800,61,false,11149242335,2020-11-17T02:40:37Z,"indie pop francés,house francés,pop francés,indie soul","microqlima",0.824,0.666,11,-9.008,0,0.0509,0.251,0.574,0.0582,0.935,120.005,4
spotify:track:6KmktQvdt2AXZjCd8zay5J,"Lonely & Cold","SB2","Gramatik",2009-12-09,190750,0,false,11149242335,2020-11-19T15:29:32Z,"electro swing,trip hop,nu jazz,downtempo","Lowtemp",0.626,0.617,6,-4.78,0,0.275,0.0111,0.000986,0.212,0.425,191.86,4
spotify:track:0RA79dwecqvG9MR03jqiRx,"Teardrops","Teardrops","NEIL FRANCES",2018-02-14,198331,0,false,11149242335,2020-11-28T16:19:25Z,"indie soul","Nettwerk Records",0.87,0.72,11,-7.679,1,0.0413,0.17,0.0908,0.0686,0.832,92.006,4
spotify:track:43NI5sAcvDLG7QQAmUc7UU,"Friends","Minds Of Our Own","levitation room",2015-02-07,217666,0,false,11149242335,2020-11-29T20:30:51Z,"neopsicodelia,rock psicodélico,surf rock","Record Union",0.639,0.509,2,-10.354,1,0.0288,0.002,0.000485,0.0834,0.739,100.157,4
spotify:track:56MoX7CcNpLxniCQb6GSgE,"Night Sketches","Night Sketches","Papooz",2019-03-08,178270,0,false,11149242335,2020-11-29T20:31:13Z,"indie pop francés","Half Awake Records",0.828,0.509,5,-9.916,1,0.0354,0.0417,0.0249,0.105,0.33,101.009,4
spotify:track:26Vcf2qFrnaa0pFJkGFh61,"Sanctify","Sea of Noise","St. Paul & The Broken Bones",2016-09-09,355626,46,false,11149242335,2020-11-29T20:31:25Z,"retro soul","Records Label, LLC",0.418,0.344,7,-8.42,1,0.0391,0.103,0.198,0.214,0.231,111.709,4
spotify:track:10lGufP5RmCsUwKDTcPpxs,"Hedron","Late Night Tales: Bonobo","BADBADNOTGOOD",2013-11-17,351875,40,false,11149242335,2020-11-29T20:31:45Z,"","Late Night Tales",0.43,0.639,3,-8.125,0,0.0401,0.132,0.942,0.196,0.171,151.437,4
spotify:track:6eKWupt6hncrMQovZTLBSu,"Molten Lava","Curiosities","Lord Echo,Leila Adu",2013-11-15,257973,0,false,11149242335,2020-11-29T20:31:50Z,"indie soul","Soundway Records",0.854,0.777,4,-7.106,0,0.033,0.061,0.0179,0.196,0.501,117.569,4
spotify:track:3Vfgxlc8o8E1UlhCbQK1F8,"Fork in the Path - David Marston & Dan Izco Remix","A Public Affair (Remixes)","Life on Planets,David Marston,Dan Izco",2015-01-26,432432,43,false,11149242335,2020-11-29T20:31:56Z,"indie soul,jazz house,nu disco","Double Standard Records",0.856,0.497,7,-10.325,0,0.0519,0.196,0.595,0.0982,0.0623,115.005,4
spotify:track:6GVrDwaAuGOida6c7eYjLl,"Don't Forget It","Don't Forget It","Dabeull,Jordan Lee",2018-02-23,222171,67,false,11149242335,2020-11-29T20:32:08Z,"nu disco","Roche Musique",0.838,0.69,9,-9.379,0,0.14,0.0701,0.0222,0.033,0.776,77.936,4
spotify:track:1F6IbA7di42uPc3cff8PXV,"Flaming Hot Cheetos","Flaming Hot Cheetos","Clairo",2017-06-14,123884,78,false,11149242335,2020-12-26T19:15:27Z,"bedroom pop","FADER Label",0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,4
spotify:track:69cIyKwlCoQhgz2qzy279L,"Clarity","Expectations","Harvey Sutherland",2017-03-24,348291,0,false,11149242335,2020-12-26T19:17:40Z,"jazz house,lo-fi house","Clarity Recordings",0.743,0.595,4,-9.912,0,0.044,0.00193,0.545,0.0689,0.934,120.985,3
spotify:track:03eo7njiwkkNVjQSzZqFf7,"Urban Jazz","Swervvvvv.5","IAMDDB",2019-02-22,186266,52,true,11149242335,2020-12-26T19:20:50Z,"r&b alternativo","Union IV Recordings",0.551,0.661,10,-10.101,1,0.325,0.272,0.0000336,0.0965,0.147,152.192,4
spotify:track:6K3fTjBCHXCQtc8xK2IL6w,"Remind Me","Straight From The Heart","Patrice Rushen",1982,316640,0,false,11149242335,2020-12-26T19:23:02Z,"post-disco,jazz funk,disco","Strut",0.785,0.587,9,-7.595,0,0.0477,0.23,0.00873,0.0934,0.809,91.076,4
spotify:track:3IZKMQMSq65Hm339hTcqD7,"We Have Love - Dauwd Remix","We Have Love","Edmondson,Dauwd",2018-03-09,351365,0,false,11149242335,2020-12-26T19:30:31Z,"jazz house,lo-fi house","Me Me Me",0.81,0.49,0,-12.366,1,0.0614,0.0344,0.854,0.0943,0.6,124.011,4
spotify:track:4NAXaLQWudK7J22JJ5Npx2,"Kãapeh Island","Kãapeh Island","Dest Beatz",2020-04-30,212000,0,false,11149242335,2020-12-26T19:31:20Z,"","Democratic Taste",0.809,0.948,2,-5.33,0,0.0406,0.000906,0.774,0.612,0.848,120.012,4
spotify:track:1lTVrRQAbaEtr8hkqibu0Q,"1998 - Amateur Dance Remix","1998 Melbourne Edition","Chet Faker",2015-05-22,322677,15,false,11149242335,2020-12-26T19:32:44Z,"","Future Classic",0.749,0.491,10,-10.306,0,0.0462,0.0647,0.894,0.0889,0.293,123.996,4
spotify:track:0i7jazn1Rtp51KPM4iSs6z,"Nightrider","Nightrider","Tom Misch,Yussef Dayes,Freddie Gibbs",2020-04-16,300990,45,true,11149242335,2020-12-26T19:37:03Z,"indie soul,nu jazz,hip hop alternativo","Beyond The Groove / Blue Note Records",0.729,0.571,11,-9.188,0,0.0869,0.0774,0.213,0.0994,0.582,81.486,4
spotify:track:43ZYhWQmtLdtgISK8QmBGE,"Gone Fishing","Gone Fishing","Harris Cole",2020-05-08,192000,41,false,11149242335,2020-12-26T19:37:43Z,"lo-fi,lo-fi beats,hip hop lo-fi","ALT:Vision Records",0.507,0.0488,2,-29.738,1,0.0419,0.84,0.95,0.0866,0.0532,100.012,4
spotify:track:2qqzR7aH49ZdUYzaWPdPWJ,"Goodbye","Goodbye","Hubert Daviz",2020-04-17,160000,10,false,11149242335,2020-12-26T19:39:35Z,"lo-fi beats,hip hop lo-fi,ritmos de jazz,lo-fi","Sichtexot",0.868,0.399,2,-11.824,0,0.0616,0.479,0.639,0.113,0.926,120.073,4
spotify:track:6aBqKTOyy0VUqhPtExzbxy,"(Don't Let The Dragon) Draag On","(Don't Let The Dragon) Draag On","King Krule",2020-01-14,151946,15,false,11149242335,2020-12-26T19:40:24Z,"","XL Recordings",0.699,0.21,7,-14.278,1,0.0355,0.236,0.623,0.108,0.159,103.371,4
spotify:track:2zh0PgfMgyTeWmKWeahPJu,"Cat","Penthouse","Wun Two",2014-12-19,103216,0,false,11149242335,2020-12-26T19:42:01Z,"lo-fi beats,lo-fi,hip hop lo-fi,ritmos de jazz","VinDig",0.638,0.292,11,-11.256,0,0.0746,0.117,0.829,0.129,0.657,81.906,4
spotify:track:3nb2awsoNpohW96canbmAr,"Numb (Album V)","Oncle Jazz","Men I Trust",2019-09-13,219340,45,false,11149242335,2020-12-26T20:02:20Z,"bedroom pop,indie pop","Independent",0.799,0.271,4,-14.943,1,0.0437,0.821,0.926,0.11,0.689,138.888,4
spotify:track:7BfhfvSJPx0ZYTlEu2i7Xs,"White Shoes (Interlude)","One","Sarah Kang",2019-06-07,82420,34,false,11149242335,2020-12-26T20:15:47Z,"","Sarah Kang",0.578,0.343,1,-8.192,1,0.0374,0.718,0.00132,0.136,0.358,83.084,4
spotify:track:6ll0nmNxSj3NECaH0I0HcI,"All You're Waiting For (feat. Nancy Whang)","Hanging Gardens","Classixx,Nancy Whang",2013-05-14,257213,0,false,11149242335,2020-12-28T06:30:01Z,"nu disco,indie dance,electroclash","Innovative Leisure",0.799,0.684,10,-5.87,0,0.0456,0.0531,0.051,0.0588,0.694,121.972,4
spotify:track:0WpZm3wky84KQ8BKWTELqw,"Scream Drive Faster","Scream Drive Faster","LAUREL",2020-08-11,240666,0,false,11149242335,2020-12-30T11:39:19Z,"","Virgin Music UK LAS (P&D)",0.625,0.706,0,-5.145,0,0.0316,0.0208,0,0.0498,0.699,129.987,4
spotify:track:6zkUA9gcgPJHaGQcSQBVC6,"Colours in the Sky (feat Cleopold)","All Possible Futures","Miami Horror,Cleopold",2015-04-21,250947,34,false,11149242335,2021-01-01T21:45:06Z,"nu disco,electroclash,indie dance","Dine Alone Music Inc.",0.464,0.76,5,-5.938,1,0.0296,0.302,0.0000187,0.349,0.392,87.982,4
spotify:track:7Gq0mwnsctEFGsneABnNv3,"Supernature","Cerrone I II III","Cerrone",2014-10-27,585374,0,false,11149242335,2021-01-09T22:28:46Z,"disco italiana,disco,hi-nrg,disco house,nu disco,post-disco,house francés","Malligator Préférence",0.619,0.948,5,-6.641,0,0.0432,0.00219,0.22,0.199,0.82,123.016,4
spotify:track:7DsX6m23vYpTEC4B1txvsQ,"Never Feel Cold","Bosq y Orquesta de Madera","Bosq,Mendee Ichikawa",2013-09-17,296533,39,false,11149242335,2021-01-10T22:58:13Z,"disco house,nu disco","Ubiquity Records",0.81,0.628,10,-7.858,0,0.0377,0.0562,0.479,0.167,0.862,97.979,4
spotify:track:7G7zCzvyqz39BFE7TqPM3O,"All Your Love","All Your Love","Jakob",2017-01-27,175241,57,false,11149242335,2021-01-15T19:17:17Z,"bedroom pop","Playground Music",0.568,0.587,11,-8.814,0,0.127,0.293,0.329,0.137,0.491,174.682,4
spotify:track:08lhYJ3Xw6FKCw8spbngzw,"All That Glitters","Dead Elvis","Death In Vegas",1997-03-10,394906,24,false,11149242335,2021-01-16T22:04:04Z,"big beat,trip hop","Sony Music UK",0.687,0.429,8,-10.188,0,0.0806,0.516,0.726,0.0984,0.292,90.778,4
spotify:track:3NRql0A1Ef4RCvT473iqgD,"Hell N Back","Hell N Back","Bakar",2019-08-15,213573,77,true,11149242335,2021-01-18T15:02:52Z,"","Black Butter",0.633,0.684,10,-4.314,0,0.591,0.314,0.0000895,0.112,0.725,209.688,4
spotify:track:0BWBqb5XxraObLopqskk6D,"Feels Right","Feels Right","Biig Piig",2020-11-17,199006,63,false,11149242335,2021-01-18T17:24:30Z,"","RCA Records Label",0.811,0.452,7,-8.676,1,0.115,0.162,0.00305,0.12,0.556,121.058,4
spotify:track:4uToWVHXLtKEEboNsG3n2u,"Egyptian Luvr (feat. Aminé and Dana Williams)","Dear Annie","Rejjie Snow,Aminé,Dana Williams",2018-02-16,256613,0,true,11149242335,2021-01-18T17:24:40Z,"jazz rap","BMG Rights Management (UK) Limited",0.834,0.591,10,-7.543,0,0.305,0.0553,0,0.074,0.9,104.944,4
spotify:track:2G2k2ZFsQkIEkAWDTvqHXM,"Selfish","GREY Area","Little Simz,Cleo Sol",2019-03-01,226096,0,true,11149242335,2021-01-18T17:30:52Z,"neo soul,r&b alternativo,r&b británico","AGE 101",0.748,0.641,6,-6.485,0,0.0708,0.478,0.00246,0.114,0.829,100.063,4
spotify:track:42AsgO0005lineLVc1aSOL,"Sunny","Sunny","Biig Piig",2019-07-26,157333,62,false,11149242335,2021-01-18T18:25:15Z,"","RCA Records Label",0.722,0.53,9,-10.673,0,0.118,0.0846,0.822,0.0778,0.846,103.961,4
spotify:track:6TGCWP6NClaOFag22GGsKQ,"Life.Easy","An Astrological Series","Shungu",2015-02-03,88275,4,false,11149242335,2021-01-26T14:08:03Z,"lo-fi beats","Sunthings Records",0.522,0.18,0,-9.964,1,0.134,0.261,0.81,0.105,0.593,85.895,4
spotify:track:25xfVwwykey7PVnsNRutbq,"So Cool","So Cool","Reuben James",2020-05-01,130120,0,false,11149242335,2021-01-28T20:27:03Z,"r&b británico,neo soul","Rufio Records",0.694,0.467,10,-11.71,0,0.145,0.811,0.00238,0.111,0.852,82.861,4
spotify:track:7pegxVesMmE2qK0o58xoFG,"Homage","Skiptracing","Mild High Club",2016-08-26,177493,1,false,11149242335,2021-01-30T02:51:44Z,"neopsicodelia","Stones Throw Records",0.546,0.468,5,-8.167,1,0.0287,0.153,0.00257,0.321,0.416,73.372,4
spotify:track:3BsI2QequLu5XB0TGoGNe2,"Ring Master","Ring Master","Mattari",2020-12-16,126374,25,false,11149242335,2021-02-20T18:26:28Z,"nu jazz,jazz funk,ritmos de jazz,smooth jazz,jazz house","Mattari Music",0.796,0.375,2,-10.771,0,0.0473,0.144,0.851,0.111,0.254,91.019,4
spotify:track:1utQ7qKcJWlwSZjxsfL9F6,"Chiringuito","Chiringuito","Mattari",2020-04-22,144253,15,false,11149242335,2021-02-20T18:39:15Z,"nu jazz,jazz funk,ritmos de jazz,smooth jazz,jazz house","Mattari Music",0.721,0.449,9,-11.743,1,0.114,0.765,0.896,0.11,0.832,74.979,4
spotify:track:1Isz7h4LlXhpqPPp7UYA8q,"Had to Do It","Had to Do It","The River",2018-01-02,214555,15,true,11149242335,2021-03-17T03:58:37Z,"","The River",0.746,0.682,7,-9.929,0,0.432,0.575,0.00000122,0.684,0.665,79.968,4
spotify:track:5KKsFaEKe75moPTTQuRBTT,"Big Cheese","Big Cheese","Franc Moody",2021-04-07,313872,0,false,11149242335,2021-04-08T10:17:12Z,"nu disco","Juicebox Recordings",0.852,0.708,1,-7.302,1,0.0399,0.0122,0.892,0.0917,0.763,136.972,4
spotify:track:4OMmBb1DjcGzGGuWQ9BrEa,"I Feel High (with L'Impératrice)","I Feel High (with L'Impératrice)","Poolside,L'Impératrice",2021-04-20,262333,46,false,11149242335,2021-04-21T04:23:13Z,"nu disco,indie pop francés,house francés,pop francés","Pacific Standard Records",0.773,0.471,4,-8.867,0,0.0554,0.052,0.163,0.0963,0.213,101.99,4
spotify:track:5m4mS8VvLZOnY6MP83il9S,"Give Us The Love","Dangerous Intentions","Patterns",2013-07-26,272000,41,false,11149242335,2021-04-25T02:09:55Z,"nu disco,house francés","Patterns Records",0.653,0.838,8,-3.169,1,0.0249,0.00251,0,0.12,0.721,105.023,4
spotify:track:1TuopWDIuDi1553081zvuU,"Resonance","Odyssey","Home",2014-07-01,212881,2,false,11149242335,2021-04-27T02:07:17Z,"vaporwave,synthwave,chillwave","606983 Records DK2",0.567,0.743,8,-8.614,1,0.0626,0.0356,0.847,0.221,0.423,170.083,5
spotify:track:0SwAOdc4C2kWUMbsXG4ztz,"Most Really Pretty Girls Have Pretty Ugly Feet","If This Is House I Want My Money Back 3","HNNY",2014-05-09,285440,0,false,11149242335,2021-05-06T17:04:29Z,"jazz house,lo-fi house","Permanent Vacation",0.929,0.449,1,-10.425,1,0.0574,0.0862,0.49,0.0889,0.612,119.896,4
spotify:track:7zTTDkkLkJ2iHAqq1daDCr,"OUTTA MY MIND","OUTTA MY MIND","Monsune",2019-08-30,226005,59,false,11149242335,2021-05-07T17:08:30Z,"bedroom pop","Monsune",0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,4
spotify:track:3KPhaCvEPAKmwgYd8LARFe,"Do You Want My Love","Mary Janes Theory","Demuja",2017-01-27,321732,0,false,11149242335,2021-05-07T17:08:52Z,"lo-fi house,jazz house,disco house","MUJA",0.871,0.592,7,-12.112,0,0.0557,0.482,0.687,0.0834,0.441,123.999,4
spotify:track:0pDCF49wrYZvXjIU0mJIte,"Tied Up","Twister","LEISURE",2019-07-26,185173,0,false,11149242335,2021-05-07T17:09:12Z,"indie soul","Nettwerk Records",0.807,0.594,9,-7.945,1,0.0295,0.175,0.0646,0.32,0.83,130.075,4
spotify:track:71saxBjWmK5f6PGyreoLjx,"Forever and a Day","Dance Without Me","DRAMA",2020-02-14,235564,0,false,11149242335,2021-05-07T17:09:43Z,"indie soul","Ghostly International",0.793,0.584,10,-8.641,0,0.0387,0.0291,0.331,0.0987,0.413,114.994,4
spotify:track:1rrdzZpKODDeVBvVPmpBRu,"Break Loose","Beatz & Pieces Vol. 1","Gramatik",2011-07-12,206875,0,false,11149242335,2021-05-07T17:10:38Z,"electro swing,trip hop,nu jazz,downtempo","Lowtemp",0.837,0.721,1,-5.26,1,0.0428,0.00171,0.249,0.368,0.853,96.065,4
spotify:track:2wfHQkj8NmuEt0MAySU7Jb,"Higher","Higher","Swales",2019-12-06,226000,32,false,11149242335,2021-05-09T02:29:13Z,"lo-fi house,disco house,funky house,jazz house","Polydor Records",0.671,0.691,7,-7.816,1,0.0507,0.00268,0.926,0.294,0.598,124.022,4
spotify:track:7HOdO2Gia2xSMxqZv4e0px,"Tired of Waiting","Tired of Waiting","Franc Moody",2021-05-05,264695,0,false,11149242335,2021-05-11T14:30:23Z,"nu disco","Juicebox Recordings",0.776,0.844,10,-7.092,0,0.0438,0.00395,0.164,0.0963,0.938,124.988,4
spotify:track:5pzDUAOgD90EzFxrIV181m,"Party Woman - Crazy P Remix - Radio Edit","Party Woman (Crazy P Remix)","Bamily,Crazy P",2021-05-14,210464,24,false,11149242335,2021-05-14T17:31:21Z,"nu disco,disco house,funky house","Platoon",0.762,0.708,5,-8.139,0,0.0718,0.0233,0.0602,0.106,0.585,115.984,4
spotify:track:6aKEtd7dEepK0II3qqarDb,"Finesse (Hey Baby)","Pleasure Palette","Flamingosis",2016-06-10,162613,0,false,11149242335,2021-05-17T16:21:37Z,"vaporwave,lo-fi beats,ritmos de jazz","VinDig",0.519,0.76,2,-10.088,1,0.097,0.000547,0.0117,0.141,0.626,175.991,4
spotify:track:56dDonzTxrZKWuVDqUOYGd,"Topdown","Channel Tres","Channel Tres",2018-07-27,230013,0,true,11149242335,2021-05-19T17:53:29Z,"hip house","GODMODE MUSIC",0.827,0.54,1,-8.543,1,0.0925,0.0254,0.164,0.145,0.49,120.055,4
spotify:track:5goDbdYkF4ogWljlBSqoKb,"la donna e la chitarra","la donna e la chitarra","Wun Two",2021-05-21,105205,0,false,11149242335,2021-05-22T22:51:23Z,"lo-fi beats,lo-fi,hip hop lo-fi,ritmos de jazz","Mutombo Records",0.569,0.283,3,-11.307,1,0.0875,0.796,0.815,0.11,0.957,73.017,4
spotify:track:1h59F6KsDeoJ68qm2yCgCy,"666","666","Sugar Candy Mountain",2016-07-08,255552,0,false,11149242335,2021-05-23T18:52:12Z,"neopsicodelia,rock psicodélico","People In A Position To Know",0.445,0.724,4,-6.154,1,0.0256,0.0022,0.000328,0.0628,0.655,99.548,4
spotify:track:1rpQJ5vH0wjL8EtSA7ZITQ,"Chicago Diner","Chicago Diner","Kota the Friend",2018-08-01,176000,0,true,11149242335,2021-06-10T03:19:40Z,"","Fltbys",0.843,0.559,6,-7.876,1,0.0592,0.577,0.0000235,0.105,0.42,133.02,4
spotify:track:1spUe9EBleNTvGixFpE0dH,"Lazy Pacific","BODY N SOUL","C Y G N",2018-11-07,176000,0,false,11149242335,2021-06-10T03:20:08Z,"lo-fi beats,hip hop lo-fi,ritmos de jazz,lo-fi","Chillhop Records",0.676,0.388,7,-14.241,0,0.157,0.687,0.585,0.119,0.257,95.026,4
spotify:track:1kLXQonNqsJxCPFkUet3pV,"The Way Things Change","The Way Things Change","Yellow Days",2018-04-05,248382,46,false,11149242335,2021-06-10T03:45:28Z,"bedroom pop","Columbia",0.739,0.453,5,-8.363,0,0.0449,0.25,0.0148,0.289,0.636,139.919,4
spotify:track:43IlJpP6BV65PXadzJ3CwM,"Northern Lights","Solar Nights","Satin Jackets,David Harks",2019-04-26,255792,57,false,11149242335,2021-06-10T03:57:30Z,"nu disco","Eskimo Recordings",0.685,0.744,5,-7.5,1,0.0432,0.171,0.166,0.0936,0.601,111.017,4
spotify:track:2Cg54W252uYASexl5Qph7O,"Kill Frenzy","Kill Frenzy EP","Fouk",2015-05-18,361958,0,false,11149242335,2021-06-10T03:59:14Z,"jazz house,lo-fi house,funky house,disco house,nu disco","Heist Recordings",0.791,0.747,1,-10.376,1,0.0622,0.0183,0.665,0.115,0.841,119.998,4
spotify:track:7CTya4OETWwc00AeknaWBF,"Opium","Idolz","Syndrome",2018-08-10,91428,0,false,11149242335,2021-06-10T04:01:42Z,"freestyle,lo-fi","ProdBySyndrome",0.72,0.169,11,-21.217,0,0.057,0.854,0.941,0.118,0.577,119.962,4
spotify:track:1WghIFKtGge4jNYtDDI4AO,"faceless woman","respect.her","less.people",2018-07-16,196097,20,false,11149242335,2021-06-10T04:02:16Z,"hip hop lo-fi,lo-fi,lo-fi beats","less.people",0.517,0.3,10,-13.716,1,0.0435,0.693,0.664,0.0664,0.174,122.996,3
spotify:track:3GAOWYNUBehaZD7FhBjgdW,"Perdida","Big Fan of the Sesh Vol. 1","Biig Piig",2018-04-26,180949,0,false,11149242335,2021-06-18T03:24:40Z,"","Biig Piig",0.767,0.0814,2,-13.437,1,0.307,0.837,0.0023,0.174,0.348,76.572,4
spotify:track:5txzKcySsIIIrsciNliAoL,"Some Feeling","Foreplay","Mild Orange",2018-04-18,197224,0,false,11149242335,2021-06-23T09:04:14Z,"","Mild Orange",0.742,0.51,9,-8.192,0,0.0317,0.451,0.00000753,0.121,0.579,128.913,4
spotify:track:5cfIibuUGxlrdXcNaWmAnQ,"Get Along (feat. Anderson .Paak & Blu)","Sunrain","Elements of Music,Anderson .Paak,Blu",2015-04-25,263628,52,false,11149242335,2021-06-30T21:58:03Z,"jazz rap,hip hop underground","Black Mannequins LLC",0.586,0.724,0,-6.102,1,0.265,0.567,0.00000798,0.105,0.504,85.08,4
spotify:track:08dWzsbcHpduLw8WsANcWp,"Vacuum","Vacuum","HOMESHAKE",2021-06-30,182856,24,false,11149242335,2021-07-01T03:06:04Z,"bedroom pop","Sinderlyn",0.803,0.444,7,-11.716,0,0.0418,0.748,0.559,0.0891,0.661,84.023,4
spotify:track:2rFTRICumonxxZKxxfEu8R,"Headshots (4r da Locals)","Headshots (4r Da Locals)","Isaiah Rashad",2021-06-18,193208,51,true,11149242335,2021-07-03T06:51:29Z,"","Top Dawg Entertainment/Warner Records",0.894,0.615,3,-6.269,1,0.0826,0.0308,0.00921,0.309,0.661,120,4
spotify:track:7Ce1RSt51emgsEAM9QEf1c,"Monacillo","STARLIGHT 99","Argonaut & Wasp",2021-04-30,235000,0,false,11149242335,2021-07-03T21:23:12Z,"","+1 Records",0.656,0.838,0,-6.514,1,0.0313,0.0306,0,0.0726,0.772,126.945,4
spotify:track:2z4JYKZDLlFziglbMBKce0,"JBS","Star Stuff","Chaz Bundick Meets The Mattson 2",2017-03-31,402993,0,false,11149242335,2021-07-05T20:46:59Z,"","Company Records",0.326,0.699,4,-6.187,0,0.0322,0.357,0.546,0.0993,0.348,89.981,4
spotify:track:2dwvxOHnQjndZLowIR6PiS,"Seven","Seven","Men I Trust",2018-09-06,225394,0,false,11149242335,2021-07-08T16:51:56Z,"bedroom pop,indie pop","Independent",0.692,0.421,4,-10.948,1,0.0295,0.666,0.147,0.104,0.832,96.982,4
